.identifier_batch	.identifier_sample_name	.metadata_moa_1	.metadata_moa_2	.metadata_treatment_remarks	.metadata_treatment_1	.metadata_treatment_2	.response_aoc	.response_bliss	.metadata_cancer_type	.metadata_cancer_subtype
Oncolead_005	ONCOLEAD_CELL_MDAMB435	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.454535294	NA	melanoma	melanoma
Oncolead_005	ONCOLEAD_CELL_MDAMB435	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.413559612	NA	melanoma	melanoma
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.730185254	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.832517946	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.761422879	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.785015008	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.904421881	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.804375306	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.377713467	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.8983906759999999	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.978957303	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.6940296420000001	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB436	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.46576733	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.699152181	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.836211101	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.7247056709999999	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.771067625	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.997675797	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.83978706	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.295576881	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.958431028	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.446330725	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MDAMB468	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.2436429	NA	breast	breast - TNBC
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.72246181	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.8427548429999999	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.738081841	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.778354304	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	1.0	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.913499078	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.323502068	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.997004438	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.50697803	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MHHES1	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.426031207	NA	sarcoma	sarcoma - ewings
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.730958525	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.81161865	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.745537621	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.771849783	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	1.0	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.937102014	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.439193126	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	1.0	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.498606218	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MIAPACA2	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.336829141	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.71101272	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.906879015	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.747814137	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.835103328	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	1.0	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.94826464	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.359642857	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	1.0	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.529774079	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MINO	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.313314714	NA	hematological	heme - mantle cell lymphoma
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.634768901	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.7653538190000001	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.642733266	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.678980096	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.915778802	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.676475907	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.176353133	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.924955218	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.980062793	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.326137404	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MT3	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.138702668	NA	colon	colon
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.685378067	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.816007646	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.70618698	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.7535120470000001	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.995370597	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.777489731	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.242963989	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.944822594	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.459085033	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_MV411	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.149121235	NA	hematological	heme - AML
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.702763485	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.866721854	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.715753668	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.765123212	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.909865295	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.837578753	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.361922491	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.869187095	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.587802101	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH292	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.290259524	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.620246252	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.758481214	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.6502073979999999	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.714992	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.7207475870000001	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.4338884770000001	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.239681603	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.591805041	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.997750602	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.274130058	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH358M	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.227238897	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.647970964	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.773090116	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.664082429	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.707294491	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.935565547	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.813336273	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.333053046	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.900227268	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.966991689	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.433277339	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH460	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.407972405	NA	lung	lung - NSCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.587421447	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.644929021	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.608548567	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.589756625	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.809994186	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.436212376	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.051390661	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.6006546220000001	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.975259493	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.125179279	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_NCIH82	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.030498778	NA	lung	lung - SCLC
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.7134552679999999	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.822523275	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.722230532	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.7595922190000001	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	1.0	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.853498743	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.2545533	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.976473863	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.5339658979999999	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR3	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.151401191	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.4980277320000001	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.631030609	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.507574156	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.554693903	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.7166888990000001	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.417939786	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.416510088	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.6960102220000001	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.782875511	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.427530453	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_OVCAR4	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.419282503	NA	ovary	ovary
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.686015087	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.8090335909999999	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.701446352	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.739945622	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.951436436	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.7359794820000001	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.4611615	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.92207298	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.409768363	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PANC1	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.4132378920000001	NA	pancreas	pancreas
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.659241155	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.860412299	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.722793496	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.807817475	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.8667492	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.517213115	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.495090174	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.7870591640000001	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	0.991736222	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.424581967	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PC3	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.342923195	NA	prostate	prostate
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.689095386	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.812679288	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.706606362	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	5e_07	Doxorubicin	M3541	0.758891862	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	1_67e_07	Doxorubicin	M3541	0.993224078	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	1_85e_08	Doxorubicin	M3541	0.697627165	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	2_06e_09	Doxorubicin	M3541	0.31202857	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	5_56e_08	Doxorubicin	M3541	0.8899515590000001	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	5e_07.1	Doxorubicin	M3541	1.0	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	6_17e_09	Doxorubicin	M3541	0.367273416	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_PLCPRF5	TOP2i	ATMi	6_86e_10	Doxorubicin	M3541	0.394202398	NA	liver	liver
Oncolead_005	ONCOLEAD_CELL_RAMOS	TOP2i	ATMi	1_25e_07	Doxorubicin	M3541	0.68998252	NA	hematological	heme - burkitt lymphoma
Oncolead_005	ONCOLEAD_CELL_RAMOS	TOP2i	ATMi	1e_06	Doxorubicin	M3541	0.797210482	NA	hematological	heme - burkitt lymphoma
Oncolead_005	ONCOLEAD_CELL_RAMOS	TOP2i	ATMi	2_5e_07	Doxorubicin	M3541	0.70625255	NA	hematological	heme - burkitt lymphoma
